,AccID,Organism,Length,GC-content
11437,NZ_CP029366.1,"Escherichia coli strain WCHEC035148 plasmid p2_035148, complete sequence",2101,47.17
11438,NZ_CP029367.1,"Escherichia coli strain WCHEC035148 plasmid pCMY42_035148, complete sequence",34321,48.72
11439,NZ_CP029368.1,"Escherichia coli strain WCHEC035148 plasmid pQnrS1_035148, complete sequence",122194,51.92
11440,NZ_CP029379.1,"Klebsiella pneumoniae subsp. pneumoniae strain SCKP020079 plasmid p1_020079, complete sequence",11970,55.59
11441,NZ_CP029380.1,"Klebsiella pneumoniae subsp. pneumoniae strain SCKP020079 plasmid p2_020079, complete sequence",5596,51.14
11442,NZ_CP029381.1,"Klebsiella pneumoniae subsp. pneumoniae strain SCKP020079 plasmid pKPC2_020079, complete sequence",146790,53.55
11443,NZ_CP029382.1,"Klebsiella pneumoniae subsp. pneumoniae strain SCKP020079 plasmid pQnrS1_020079, complete sequence",85185,53.85
11444,NZ_CP029383.1,"Klebsiella pneumoniae subsp. pneumoniae strain SCKP020079 plasmid pVir_020079, complete sequence",178871,49.37
11445,NZ_CP029385.1,"Klebsiella pneumoniae subsp. pneumoniae strain SCKP040074 plasmid p1_040074, complete sequence",1934,51.24
11446,NZ_CP029386.1,"Klebsiella pneumoniae subsp. pneumoniae strain SCKP040074 plasmid pNDM6_040074, complete sequence",52989,49.28
11447,NZ_CP029387.1,"Klebsiella pneumoniae subsp. pneumoniae strain SCKP040074 plasmid pTetD_040074, complete sequence",226524,52.28
11448,NZ_CP029389.1,"Acinetobacter defluvii strain WCHA30 plasmid p1_010030, complete sequence",76885,36.68
11449,NZ_CP029390.1,"Acinetobacter defluvii strain WCHA30 plasmid p2_010030, complete sequence",7173,33.64
11450,NZ_CP029391.1,"Acinetobacter defluvii strain WCHA30 plasmid p3_010030, complete sequence",5017,37.35
11451,NZ_CP029392.1,"Acinetobacter defluvii strain WCHA30 plasmid p4_010030, complete sequence",4761,35.43
11452,NZ_CP029393.1,"Acinetobacter defluvii strain WCHA30 plasmid p5_010030, complete sequence",4700,39.28
11453,NZ_CP029394.1,"Acinetobacter defluvii strain WCHA30 plasmid p6_010030, complete sequence",3063,36.6
11454,NZ_CP029395.1,"Acinetobacter defluvii strain WCHA30 plasmid p7_010030, complete sequence",1381,39.9
11455,NZ_CP029396.1,"Acinetobacter defluvii strain WCHA30 plasmid pOXA58_010030, complete sequence",355075,39.51
11456,NZ_CP029399.1,"Streptococcus suis strain HN105 plasmid unnamed1, complete sequence",20752,33.22
11457,NZ_CP029428.1,"Klebsiella quasipneumoniae strain CAV2018 plasmid pCAV2018-51, complete sequence",51212,51.58
11458,NZ_CP029429.1,"Klebsiella quasipneumoniae strain CAV2018 plasmid pKPC_CAV2018-63, complete sequence",63235,48.52
11459,NZ_CP029430.1,"Klebsiella quasipneumoniae strain CAV2018 plasmid pCAV2018-177, complete sequence",177029,51.64
11460,NZ_CP029431.1,"Klebsiella quasipneumoniae strain CAV2018 plasmid pKPC_CAV2018-435, complete sequence",435125,49.95
11461,NZ_CP029433.1,"Klebsiella quasipneumoniae strain CAV2013 plasmid pCAV2013-4095, complete sequence",4095,53.89
11462,NZ_CP029434.1,"Klebsiella quasipneumoniae strain CAV2013 plasmid pCAV2013-61, complete sequence",61215,51.54
11463,NZ_CP029435.1,"Klebsiella quasipneumoniae strain CAV2013 plasmid pCAV2013-156, complete sequence",155523,52.38
11464,NZ_CP029436.1,"Klebsiella quasipneumoniae strain CAV2013 plasmid pKPC_CAV2013, complete sequence",447095,49.99
11465,NZ_CP029438.1,"Klebsiella quasipneumoniae strain CAV1947 plasmid pKPC_CAV1947-14, complete sequence",14106,59.41
11466,NZ_CP029439.1,"Klebsiella quasipneumoniae strain CAV1947 plasmid pKPC_CAV1947-56, complete sequence",55890,48.94
11467,NZ_CP029440.1,"Klebsiella quasipneumoniae strain CAV1947 plasmid pCAV1947-61, complete sequence",60653,51.6
11468,NZ_CP029441.1,"Klebsiella quasipneumoniae strain CAV1947 plasmid pCAV1947-173, complete sequence",172839,52.56
11469,NZ_CP029442.1,"Klebsiella quasipneumoniae strain CAV1947 plasmid pKPC_CAV1947-412, complete sequence",412382,49.67
11470,NZ_CP029452.1,"Sinorhizobium fredii CCBAU 25509 plasmid pSF25509b, complete sequence",2210745,61.98
11471,NZ_CP029453.1,"Sinorhizobium fredii CCBAU 25509 plasmid pSF25509a, complete sequence",401505,59.01
11472,NZ_CP029459.1,"Clostridium novyi strain 150557 plasmid pCN1, complete sequence",134627,26.32
11473,NZ_CP029460.1,"Clostridium novyi strain 150557 plasmid pCN2, complete sequence",68232,25.55
11474,NZ_CP029493.1,"Escherichia coli strain HS30-1 plasmid pHS30-1, complete sequence",179444,49.97
11475,NZ_CP029496.1,"Chromobacterium sp. IIBBL 112-1 plasmid unnamed, complete sequence",17589,55.15
11476,NZ_CP029537.1,"Lactobacillus paracasei strain LC355 plasmid unnamed1, complete sequence",59559,43.43
11477,NZ_CP029538.1,"Lactobacillus paracasei strain LC355 plasmid unnamed2, complete sequence",38999,43.91
11478,NZ_CP029542.1,"Streptomyces sp. NEAU-S7GS2 plasmid unnamed1, complete sequence",45805,69.41
11479,NZ_CP029545.1,Lactobacillus helsingborgensis strain ESL0183 plasmid unnamed,11217,31.51
11480,NZ_CP029547.1,"Lactobacillus paracasei strain EG9 plasmid pEG9A, complete sequence",79815,43.67
11481,NZ_CP029548.1,"Lactobacillus paracasei strain EG9 plasmid pEG9B, complete sequence",55299,43.1
11482,NZ_CP029549.1,"Lactobacillus paracasei strain EG9 plasmid pEG9C, complete sequence",12035,40.61
11483,NZ_CP029555.1,"Chromobacterium sp. IIBBL 274-1 plasmid unnamed, complete sequence",74363,63.46
11484,NZ_CP029564.1,"Legionella anisa isolate UMCG_3A plasmid p3A1, complete sequence",149144,38.87
11485,NZ_CP029565.1,"Legionella anisa isolate UMCG_3A plasmid p3A2, complete sequence",48353,38.39
11486,NZ_CP029570.1,"Acinetobacter baumannii strain DA33098 plasmid pDA33098-108, complete sequence",108151,42.57
11487,NZ_CP029571.1,"Acinetobacter baumannii strain DA33098 plasmid pDA33098-71, complete sequence",71234,33.54
11488,NZ_CP029572.1,"Acinetobacter baumannii strain DA33098 plasmid pDA33098-9-2, complete sequence",8771,34.77
11489,NZ_CP029573.1,"Acinetobacter baumannii strain DA33098 plasmid pDA33098-9, complete sequence",8963,34.46
11490,NZ_CP029575.1,"Escherichia coli strain DA33133 plasmid pDA33133-157, complete sequence",156518,52.39
11491,NZ_CP029577.1,"Escherichia coli strain DA33135 plasmid pDA33135-139, complete sequence",139191,51.85
11492,NZ_CP029578.1,"Escherichia coli strain DA33135 plasmid pDA33135-70, complete sequence",70197,51.99
11493,NZ_CP029580.1,"Escherichia coli strain DA33137 plasmid pDA33137-178, complete sequence",178078,52.2
11494,NZ_CP029581.1,"Escherichia coli strain DA33137 plasmid pDA33137-2, complete sequence",2101,47.17
11495,NZ_CP029583.1,"Klebsiella pneumoniae strain DA33140 plasmid pDA33140-112, complete sequence",112141,51.28
11496,NZ_CP029584.1,"Klebsiella pneumoniae strain DA33140 plasmid pDA33140-2, complete sequence",2044,45.25
11497,NZ_CP029585.1,"Klebsiella pneumoniae strain DA33140 plasmid pDA33140-9, complete sequence",8809,42.65
11498,NZ_CP029586.1,"Klebsiella pneumoniae strain DA33140 plasmid pDA33140-96, complete sequence",96190,51.69
11499,NZ_CP029588.1,"Klebsiella pneumoniae strain DA33141 plasmid pDA33141-217, complete sequence",216772,52.67
11500,NZ_CP029589.1,"Klebsiella pneumoniae strain DA33141 plasmid pDA33141-5, complete sequence",5251,49.25
11501,NZ_CP029591.1,"Klebsiella pneumoniae strain DA33144 plasmid pDA33144-220, complete sequence",219996,52.82
11502,NZ_CP029592.1,"Klebsiella pneumoniae strain DA33144 plasmid pDA33144-5, complete sequence",5251,49.25
11503,NZ_CP029594.1,"Salmonella enterica strain DA34827 plasmid pDA34827-94, complete sequence",94034,53.13
11504,NZ_CP029596.1,"Salmonella enterica strain DA34833 plasmid pDA34833-94, complete sequence",94001,53.13
11505,NZ_CP029598.1,"Klebsiella quasipneumoniae subsp. similipneumoniae strain ATCC 700603 plasmid pDA33145-152, complete sequence",151998,52.0
11506,NZ_CP029599.1,"Klebsiella quasipneumoniae subsp. similipneumoniae strain ATCC 700603 plasmid pDA33145-77, complete sequence",77110,52.99
11507,NZ_CP029625.1,"Streptomyces sp. ETH9427 plasmid pETH1, complete sequence",106771,68.57
11508,NZ_CP029628.1,"Staphylococcus aureus strain MOK042 plasmid unnamed, complete sequence",31625,29.82
11509,NZ_CP029631.1,"Escherichia coli strain ST410 plasmid p2189-NDM, complete sequence",248807,47.83
11510,NZ_CP029643.1,"Arthrobacter sp. DCT-5 strain DCT5 plasmid pDCT5, complete sequence",171632,61.67
11511,NZ_CP029645.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_217186 plasmid pHCM1, complete sequence",216963,47.68
11512,NZ_CP029647.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_217186 plasmid pHCM2, complete sequence",106706,50.63
11513,NZ_CP029648.1,"Staphylococcus aureus strain AR_0472 plasmid unnamed1, complete sequence",2473,30.81
11514,NZ_CP029650.1,"Staphylococcus aureus strain AR_0471 plasmid unnamed1, complete sequence",40931,30.71
11515,NZ_CP029651.1,"Staphylococcus aureus strain AR_0471 plasmid unnamed2, complete sequence",8012,30.44
11516,NZ_CP029654.1,"Staphylococcus aureus strain AR_0469 plasmid unnamed1, complete sequence",27267,27.18
11517,NZ_CP029656.1,"Staphylococcus aureus strain AR_0468 plasmid unnamed1, complete sequence",27245,27.2
11518,NZ_CP029659.1,"Staphylococcus aureus strain AR_0467 plasmid unnamed1, complete sequence",27244,27.21
11519,NZ_CP029661.1,"Staphylococcus aureus strain AR_0228 plasmid unnamed1, complete sequence",28166,29.94
11520,NZ_CP029662.1,"Staphylococcus aureus strain AR_0228 plasmid unnamed2, complete sequence",27238,27.18
11521,NZ_CP029665.1,"Staphylococcus aureus strain AR_0226 plasmid unnamed1, complete sequence",26984,30.53
11522,NZ_CP029666.1,"Staphylococcus aureus strain AR_0225 plasmid unnamed1, complete sequence",27063,30.54
11523,NZ_CP029668.1,"Staphylococcus aureus strain AR_0223 plasmid unnamed1, complete sequence",3125,28.74
11524,NZ_CP029670.1,"Staphylococcus aureus strain AR_0222 plasmid unnamed1, complete sequence",27276,27.17
11525,NZ_CP029672.1,"Staphylococcus aureus strain AR_0220 plasmid unnamed1, complete sequence",27269,27.17
11526,NZ_CP029674.1,"Staphylococcus aureus strain AR_0219 plasmid unnamed1, complete sequence",25109,28.93
11527,NZ_CP029676.1,"Staphylococcus aureus strain AR_0216 plasmid unnamed1, complete sequence",3127,28.72
11528,NZ_CP029677.1,"Staphylococcus aureus strain AR_0216 plasmid unnamed2, complete sequence",27067,30.54
11529,NZ_CP029679.1,"Staphylococcus aureus strain AR_0215 plasmid unnamed1, complete sequence",27267,27.17
11530,NZ_CP029688.1,"Escherichia coli strain E706 plasmid pLKJULY7989, complete sequence",151879,49.51
11531,NZ_CP029690.1,"Escherichia coli strain SD134209 plasmid pSD134209-1, complete sequence",188342,46.29
11532,NZ_CP029691.1,"Escherichia coli strain SD134209 plasmid pSD134209-2, complete sequence",78329,50.04
11533,NZ_CP029708.1,"Pseudomonas aeruginosa strain K34-7 plasmid pK34-7-1, complete sequence",4440,30.07
11534,NZ_CP029717.1,"Enterobacter cloacae strain AR_0154 plasmid unnamed4, complete sequence",315949,47.99
11535,NZ_CP029718.1,"Enterobacter cloacae strain AR_0154 plasmid unnamed5, complete sequence",158987,52.56
11536,NZ_CP029719.1,"Enterobacter cloacae strain AR_0154 plasmid unnamed1, complete sequence",138933,52.75
11537,NZ_CP029720.1,"Enterobacter cloacae strain AR_0154 plasmid unnamed2, complete sequence",65672,52.3
11538,NZ_CP029721.1,"Enterobacter cloacae strain AR_0154 plasmid unnamed3, complete sequence",18990,53.25
11539,NZ_CP029723.1,"Klebsiella pneumoniae strain AR_0140 plasmid unnamed1, complete sequence",183663,52.89
11540,NZ_CP029724.1,"Klebsiella pneumoniae strain AR_0140 plasmid unnamed2, complete sequence",178561,51.38
11541,NZ_CP029726.1,"Proteus mirabilis strain AR_0029 plasmid unnamed, complete sequence",10024,42.31
11542,NZ_CP029728.1,"Citrobacter sp. CRE-46 strain AR_0157 plasmid unnamed8, complete sequence",31764,41.34
11543,NZ_CP029729.1,"Citrobacter sp. CRE-46 strain AR_0157 plasmid unnamed1, complete sequence",250887,46.78
11544,NZ_CP029730.1,"Citrobacter sp. CRE-46 strain AR_0157 plasmid unnamed2, complete sequence",136246,55.72
11545,NZ_CP029731.1,"Citrobacter sp. CRE-46 strain AR_0157 plasmid unnamed3, complete sequence",108148,54.29
11546,NZ_CP029732.1,"Citrobacter sp. CRE-46 strain AR_0157 plasmid unnamed4, complete sequence",68384,53.6
11547,NZ_CP029733.1,"Citrobacter sp. CRE-46 strain AR_0157 plasmid unnamed5, complete sequence",83094,51.51
11548,NZ_CP029734.1,"Citrobacter sp. CRE-46 strain AR_0157 plasmid unnamed6, complete sequence",76953,52.39
11549,NZ_CP029735.1,"Citrobacter sp. CRE-46 strain AR_0157 plasmid unnamed7, complete sequence",63868,44.35
11550,NZ_CP029737.1,"Providencia rettgeri strain AR_0082 plasmid unnamed, complete sequence",144970,52.05
11551,NZ_CP029739.1,"Klebsiella pneumoniae strain AR_0087 plasmid unnamed1, complete sequence",175746,50.27
11552,NZ_CP029740.1,"Klebsiella pneumoniae strain AR_0087 plasmid unnamed2, complete sequence",103250,53.91
11553,NZ_CP029742.1,"Escherichia coli strain AR_0085 plasmid unnamed1, complete sequence",139740,51.5
11554,NZ_CP029743.1,"Escherichia coli strain AR_0085 plasmid unnamed2, complete sequence",104555,51.47
11555,NZ_CP029744.1,"Escherichia coli strain AR_0085 plasmid unnamed3, complete sequence",117192,49.35
11556,NZ_CP029748.1,"Escherichia coli strain 2016C-3878 plasmid pMCR1-PA, complete sequence",276880,49.09
11557,NZ_CP029775.1,"Deinococcus actinosclerus strain SJTR plasmid unnamed1, complete sequence",30970,62.71
11558,NZ_CP029776.1,"Deinococcus actinosclerus strain SJTR plasmid unnamed2, complete sequence",187951,67.72
11559,NZ_CP029777.1,"Deinococcus actinosclerus strain SJTR plasmid unnamed3, complete sequence",460244,71.69
11560,NZ_CP029778.1,"Deinococcus actinosclerus strain SJTR plasmid unnamed4, complete sequence",17267,62.14
11561,NZ_CP029779.1,"Klebsiella pneumoniae strain WCHKP020034 plasmid p1_020034, complete sequence",9080,48.6
11562,NZ_CP029790.1,"Psychrobacter sp. YP14 plasmid plas1, complete sequence",13712,39.26
11563,NZ_CP029791.1,"Psychrobacter sp. YP14 plasmid plas2, complete sequence",19711,39.27
11564,NZ_CP029792.1,"Psychrobacter sp. YP14 plasmid plas3, complete sequence",36270,40.64
11565,NZ_CP029793.1,"Psychrobacter sp. YP14 plasmid plas4, complete sequence",8194,35.83
11566,NZ_CP029801.1,"Salmonella enterica subsp. enterica serovar Anatum strain R16.0676 plasmid pR16.0676_34k, complete sequence",34063,48.7
11567,NZ_CP029802.1,"Salmonella enterica subsp. enterica serovar Anatum strain R16.0676 plasmid pR16.0676_90k, complete sequence",90137,52.79
11568,NZ_CP029806.1,"Bacillus anthracis strain London_499 plasmid pX01, complete sequence",180666,32.55
11569,NZ_CP029807.1,"Bacillus anthracis strain London_499 plasmid pX02, complete sequence",94967,33.07
11570,NZ_CP029809.1,"Blattabacterium punctulatus strain CPUml plasmid pCPUml, complete sequence",3419,29.98
11571,NZ_CP029817.1,"Blattabacterium punctulatus strain CPUbr plasmid pCPUbr, complete sequence",3112,29.11
11572,NZ_CP029819.1,"Blattabacterium punctulatus strain CPUwf plasmid pCPUwf, complete sequence",3563,30.54
11573,NZ_CP029821.1,"Blattabacterium sp. (Cryptocercus kyebangensis) strain CKYod plasmid pCKYod, complete sequence",3669,32.57
11574,NZ_CP029827.1,"Burkholderia sp. JP2-270 plasmid p1, complete sequence",15126,58.42
11575,NZ_CP029828.1,"Burkholderia sp. JP2-270 plasmid p2, complete sequence",428263,61.46
11576,NZ_CP029830.1,"Azospirillum sp. M2T2B2 plasmid unnamed1, complete sequence",919301,67.15
11577,NZ_CP029831.1,"Azospirillum sp. M2T2B2 plasmid unnamed7, complete sequence",686098,68.23
11578,NZ_CP029832.1,"Azospirillum sp. M2T2B2 plasmid unnamed2, complete sequence",644647,67.96
11579,NZ_CP029833.1,"Azospirillum sp. M2T2B2 plasmid unnamed3, complete sequence",544602,68.99
11580,NZ_CP029834.1,"Azospirillum sp. M2T2B2 plasmid unnamed4, complete sequence",437884,68.2
11581,NZ_CP029835.1,"Azospirillum sp. M2T2B2 plasmid unnamed5, complete sequence",290341,67.86
11582,NZ_CP029836.1,"Azospirillum sp. M2T2B2 plasmid unnamed6, complete sequence",87981,67.78
11583,NZ_CP029845.1,"Blattabacterium clevelandi strain CCLhc plasmid pCCLhc, complete sequence",3349,30.07
11584,NZ_CP029847.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343078_273110 plasmid pHCM2, complete sequence",106705,50.63
11585,NZ_CP029849.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343078_211126 plasmid pHCM2, complete sequence",106706,50.63
11586,NZ_CP029851.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343078_203125 plasmid pHCM2, complete sequence",106705,50.63
11587,NZ_CP029857.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343077_286126 plasmid pHCM2, complete sequence",106706,50.63
11588,NZ_CP029860.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343077_260153 plasmid pK91, complete sequence",91891,51.65
11589,NZ_CP029865.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343077_228157 plasmid pHCM2, complete sequence",106706,50.63
11590,NZ_CP029867.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343077_228140 plasmid pHCM2, complete sequence",106706,50.63
11591,NZ_CP029869.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343077_215174 plasmid pK91, complete sequence",91891,51.65
11592,NZ_CP029871.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343077_214135 plasmid pK91, complete sequence",91848,51.65
11593,NZ_CP029874.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343077_211171 plasmid pK91, complete sequence",91892,51.65
11594,NZ_CP029876.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343076_227128 plasmid pHCM2, complete sequence",106706,50.63
11595,NZ_CP029877.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_224186 plasmid pHCM1, complete sequence",217083,47.69
11596,NZ_CP029879.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_223186 plasmid pHCM1, complete sequence",214596,47.66
11597,NZ_CP029884.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_268186 plasmid pHCM2, complete sequence",106706,50.63
11598,NZ_CP029887.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_220186 plasmid pHCM1, complete sequence",216908,47.69
11599,NZ_CP029889.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343076_294172 plasmid pHCM2, complete sequence",106706,50.63
11600,NZ_CP029891.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343076_253155 plasmid pHCM2, complete sequence",106706,50.63
11601,NZ_CP029893.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343076_252143 plasmid pHCM2, complete sequence",106706,50.63
11602,NZ_CP029895.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_252186 plasmid pHCM1, complete sequence",217284,47.69
11603,NZ_CP029898.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343077_213147 plasmid pHCM2, complete sequence",106705,50.63
11604,NZ_CP029901.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343076_232188 plasmid pHCM2, complete sequence",106706,50.63
11605,NZ_CP029903.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_268103 plasmid pk88, complete sequence",88544,49.71
11606,NZ_CP029905.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_231186 plasmid pHCM2, complete sequence",106706,50.63
11607,NZ_CP029910.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_219186 plasmid pHCM1, complete sequence",217083,47.69
11608,NZ_CP029912.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343076_249107 plasmid pK91, complete sequence",91848,51.65
11609,NZ_CP029916.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343076_202113 plasmid pHCM2, complete sequence",106706,50.63
11610,NZ_CP029921.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_282186 plasmid pHCM2, complete sequence",106706,50.63
11611,NZ_CP029924.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_221186 plasmid pHCM1, complete sequence",217512,47.69
11612,NZ_CP029926.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_218186 plasmid pHCM1, complete sequence",217120,47.68
11613,NZ_CP029929.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_216103 plasmid pHCM2, complete sequence",106706,50.63
11614,NZ_CP029931.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_215186 plasmid pHCM1, complete sequence",216915,47.67
11615,NZ_CP029934.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_214186 plasmid pHCM1, complete sequence",217083,47.69
11616,NZ_CP029935.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_213186 plasmid pHCM1, complete sequence",216699,47.67
11617,NZ_CP029937.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_207186 plasmid pHCM1, complete sequence",216810,47.66
11618,NZ_CP029939.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_206186 plasmid pHCM1, complete sequence",215792,47.68
11619,NZ_CP029941.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_203186 plasmid pHCM1, complete sequence",217175,47.69
11620,NZ_CP029943.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_212186 plasmid pHCM1, complete sequence",217072,47.68
11621,NZ_CP029947.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_210186 plasmid pHCM1, complete sequence",218627,47.66
11622,NZ_CP029948.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_208186 plasmid pHCM1, complete sequence",217284,47.69
11623,NZ_CP029951.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_205186 plasmid pHCM2, complete sequence",106706,50.63
11624,NZ_CP029953.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_204186 plasmid pHCM1, complete sequence",217395,47.68
11625,NZ_CP029955.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_202186 plasmid pHCM1, complete sequence",217339,47.69
11626,NZ_CP029957.1,"Salmonella enterica subsp. enterica serovar Typhi strain 311189_201186 plasmid pHCM1, complete sequence",216847,47.67
11627,NZ_CP029961.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343078_251131 plasmid pHCM2, complete sequence",106705,50.63
11628,NZ_CP029963.1,"Salmonella enterica subsp. enterica serovar Typhi strain 343078_228140 plasmid pK91, complete sequence",93445,51.79
11629,NZ_CP029967.1,"Lactobacillus curvatus strain ZJUNIT8 plasmid pnunamed1, complete sequence",55352,39.92
11630,NZ_CP029968.1,"Lactobacillus curvatus strain ZJUNIT8 plasmid pnunamed2, complete sequence",9037,34.73
11631,NZ_CP029969.1,"Lactobacillus curvatus strain ZJUNIT8 plasmid pnunamed3, complete sequence",4909,35.38
11632,NZ_CP029970.1,"Lactobacillus curvatus strain ZJUNIT8 plasmid pnunamed4, complete sequence",4364,42.55
11633,NZ_CP029974.1,"Escherichia coli strain 51008369SK1 plasmid p51008369SK1_A, complete sequence",71718,51.25
11634,NZ_CP029975.1,"Escherichia coli strain 51008369SK1 plasmid p51008369SK1_B, complete sequence",113340,51.21
11635,NZ_CP029976.1,"Escherichia coli strain 51008369SK1 plasmid p51008369SK1_C, complete sequence",33826,41.62
11636,NZ_CP029977.1,"Escherichia coli strain 51008369SK1 plasmid p51008369SK1_D, complete sequence",61284,42.26
11637,NZ_CP029978.1,"Escherichia coli strain 51008369SK1 plasmid p51008369SK1_E, complete sequence",99465,52.95
11638,NZ_CP029979.1,Escherichia coli strain 99-3165 plasmid unnamed1,36564,45.0
11639,NZ_CP029980.1,"Escherichia coli strain 99-3165 plasmid unnamed2, complete sequence",117740,47.09
11640,NZ_CP029982.1,"Escherichia coli strain 99-3165 plasmid unnamed3, complete sequence",71543,52.13
11641,NZ_CP029986.1,"Sphingomonas sp. FARSPH plasmid unnamed2, complete sequence",265221,64.77
11642,NZ_CP029987.1,"Sphingomonas sp. FARSPH plasmid unnamed3, complete sequence",78167,62.96
11643,NZ_CP029988.1,"Sphingomonas sp. FARSPH plasmid unnamed4, complete sequence",72676,61.59
11644,NZ_CP029993.1,"Salmonella enterica subsp. enterica strain SA20011914 plasmid pSA20011914.1, complete sequence",4593,50.45
11645,NZ_CP029994.1,"Salmonella enterica subsp. enterica strain SA20011914 plasmid pSA20011914.2, complete sequence",3904,51.08
11646,NZ_CP029996.1,"Salmonella enterica subsp. enterica strain SA20053897 plasmid pSA20053897.1, complete sequence",87775,43.26
11647,NZ_CP029997.1,"Salmonella enterica subsp. enterica strain SA20053897 plasmid pSA20053897.2, complete sequence",86128,47.8
11648,NZ_CP029998.1,"Salmonella enterica subsp. enterica strain SA20053897 plasmid pSA20053897.3, complete sequence",61198,53.97
11649,NZ_CP030000.1,"Salmonella enterica subsp. enterica strain SA20113174 plasmid pSA20113174.1, complete sequence",102921,49.86
11650,NZ_CP030001.1,"Salmonella enterica subsp. enterica strain SA20113174 plasmid pSA20113174.2, complete sequence",4251,54.18
11651,NZ_CP030003.1,"Salmonella enterica subsp. enterica strain SA20064858 plasmid pSA20064858.1, complete sequence",119613,49.14
11652,NZ_CP030004.1,"Salmonella enterica subsp. enterica strain SA20064858 plasmid pSA20064858.2, complete sequence",4593,50.45
11653,NZ_CP030006.1,"Salmonella enterica subsp. enterica strain SA20141895 plasmid pSA20141895.1, complete sequence",67730,45.67
11654,NZ_CP030008.1,"Enterobacter hormaechei subsp. xiangfangensis strain Pb204 plasmid pPb204001, complete sequence",3458,36.41
11655,NZ_CP030009.1,"Enterobacter hormaechei subsp. xiangfangensis strain Pb204 plasmid pPb204002, complete sequence",4096,55.52
11656,NZ_CP030019.1,"Clostridium acetobutylicum strain LJ4 plasmid unnamed1, complete sequence",195224,30.86
11657,NZ_CP030025.1,"Salmonella enterica subsp. enterica strain SA20120345 plasmid pSA20120345.1, complete sequence",100335,49.93
11658,NZ_CP030074.1,"Streptomyces sp. ZFG47 plasmid unnamed1, complete sequence",969901,69.05
11659,NZ_CP030077.1,"Enterobacter cloacae strain 20710 plasmid p3-20710, complete sequence",170955,51.22
11660,NZ_CP030078.1,"Enterobacter cloacae strain 20710 plasmid p4-20710, complete sequence",108358,51.05
11661,NZ_CP030079.1,"Enterobacter cloacae strain 20710 plasmid p5-20710, complete sequence",91816,52.4
11662,NZ_CP030080.1,"Enterobacter cloacae strain 20710 plasmid pIMP-20710, complete sequence",286652,46.91
11663,NZ_CP030081.1,"Enterobacter cloacae strain 20710 plasmid pVIM-20710, complete sequence",39601,58.08
11664,NZ_CP030084.1,"Acinetobacter baumannii strain Aba plasmid unnamed1, complete sequence",8732,34.37
11665,NZ_CP030098.1,"Bacillus amyloliquefaciens strain SH-B74 plasmid pSH-B74, complete sequence",61634,40.78
11666,NZ_CP030100.1,"Roseovarius sp. AK1035 plasmid unnamed, complete sequence",156827,60.3
11667,NZ_CP030107.1,"Acinetobacter baumannii strain DA33382 plasmid pDA33382-2-2, complete sequence",2372,41.23
